URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    The static field UWCForm2.converterListFrame should be accessed in a static way	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 495	Java Problem
    The static method getOutputDir() from the type UWCGuiModel should be accessed in a static way	UWCGuiModelTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 112	Java Problem
    Resource 'out' should be managed by try-with-resource	MultiPartMimeSplitter.java	/uwc/src/main/java/com/atlassian/uwc/splitters	line 56	Java Problem
    The method setProperties(Properties) of type MultiPartMimeSplitter should be tagged with @Override since it actually overrides a superinterface method	MultiPartMimeSplitter.java	/uwc/src/main/java/com/atlassian/uwc/splitters	line 110	Java Problem
    The method split(File) of type MultiPartMimeSplitter should be tagged with @Override since it actually overrides a superinterface method	MultiPartMimeSplitter.java	/uwc/src/main/java/com/atlassian/uwc/splitters	line 35	Java Problem
    Resource 'fis' should be managed by try-with-resource	MoinMoinPreparation.java	/uwc/src/main/java/com/atlassian/uwc/prep	line 135	Java Problem
    Resource 'fos' should be managed by try-with-resource	MoinMoinPreparation.java	/uwc/src/main/java/com/atlassian/uwc/prep	line 136	Java Problem
    The method accept(File, String) of type MoinMoinPreparation.PageDirFileFilter should be tagged with @Override since it actually overrides a superinterface method	MoinMoinPreparation.java	/uwc/src/main/java/com/atlassian/uwc/prep	line 102	Java Problem
    Resource 'reader' should be managed by try-with-resource	ContentHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 850	Java Problem
    Resource 'reader' should be managed by try-with-resource	ContentHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 850	Java Problem
    Resource 'reader' should be managed by try-with-resource	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 749	Java Problem
    Resource 'reader' should be managed by try-with-resource	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 749	Java Problem
    The method accept(File) of type new FileFilter(){} should be tagged with @Override since it actually overrides a superinterface method	DocDirectoryHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 87	Java Problem
    The method buildHierarchy(Collection<Page>) of type BaseHierarchy should be tagged with @Override since it actually overrides a superinterface method	BaseHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 30	Java Problem
    The method buildHierarchy(Collection<Page>) of type ContentHierarchy should be tagged with @Override since it actually overrides a superinterface method	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 40	Java Problem
    The method buildHierarchy(Collection<Page>) of type DocDirectoryHierarchy should be tagged with @Override since it actually overrides a superclass method	DocDirectoryHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 45	Java Problem
    The method buildHierarchy(Collection<Page>) of type DokuwikiHierarchy should be tagged with @Override since it actually overrides a superclass method	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 21	Java Problem
    The method buildHierarchy(Collection<Page>) of type FilepathHierarchy should be tagged with @Override since it actually overrides a superinterface method	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 33	Java Problem
    The method buildHierarchy(Collection<Page>) of type Many2OneHierarchy should be tagged with @Override since it actually overrides a superinterface method	Many2OneHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 22	Java Problem
    The method buildHierarchy(Collection<Page>) of type MetaHierarchy should be tagged with @Override since it actually overrides a superinterface method	MetaHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 19	Java Problem
    The method buildHierarchy(Collection<Page>) of type TWikiHierarchy should be tagged with @Override since it actually overrides a superclass method	TWikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 27	Java Problem
    The method buildRelationships(Page, HierarchyNode) of type TWikiHierarchy should be tagged with @Override since it actually overrides a superclass method	TWikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 71	Java Problem
    The method compare(Object, Object) of type ContentHierarchy.VersionComparator should be tagged with @Override since it actually overrides a superinterface method	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 347	Java Problem
    The method compare(Object, Object) of type SmfHierarchy.SmfTimeComparator should be tagged with @Override since it actually overrides a superinterface method	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 272	Java Problem
    The method getChildNode(HierarchyNode, String) of type MindtouchHierarchy should be tagged with @Override since it actually overrides a superclass method	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 23	Java Problem
    The method getOrigPagename(Page, String, String) of type MindtouchHierarchy should be tagged with @Override since it actually overrides a superclass method	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 30	Java Problem
    The method getProperties() of type BaseHierarchy should be tagged with @Override since it actually overrides a superinterface method	BaseHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 100	Java Problem
    The method getProperties() of type ContentHierarchy should be tagged with @Override since it actually overrides a superinterface method	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 335	Java Problem
    The method getProperties() of type FilepathHierarchy should be tagged with @Override since it actually overrides a superinterface method	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 305	Java Problem
    The method getProperties() of type Many2OneHierarchy should be tagged with @Override since it actually overrides a superinterface method	Many2OneHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 104	Java Problem
    The method getProperties() of type MetaHierarchy should be tagged with @Override since it actually overrides a superinterface method	MetaHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 67	Java Problem
    The method hasExistingRelationship(HierarchyNode, String) of type MindtouchHierarchy should be tagged with @Override since it actually overrides a superclass method	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 15	Java Problem
    The method init() of type SmfHierarchy should be tagged with @Override since it actually overrides a superclass method	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 70	Java Problem
    The method setProperties(Properties) of type BaseHierarchy should be tagged with @Override since it actually overrides a superinterface method	BaseHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 105	Java Problem
    The method setProperties(Properties) of type ContentHierarchy should be tagged with @Override since it actually overrides a superinterface method	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 341	Java Problem
    The method setProperties(Properties) of type FilepathHierarchy should be tagged with @Override since it actually overrides a superinterface method	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 309	Java Problem
    The method setProperties(Properties) of type Many2OneHierarchy should be tagged with @Override since it actually overrides a superinterface method	Many2OneHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 110	Java Problem
    The method setProperties(Properties) of type MetaHierarchy should be tagged with @Override since it actually overrides a superinterface method	MetaHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 72	Java Problem
    The method setUp() of type ContentHierarchyTest should be tagged with @Override since it actually overrides a superclass method	ContentHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 24	Java Problem
    The method setUp() of type DocDirectoryHierarchyTest should be tagged with @Override since it actually overrides a superclass method	DocDirectoryHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 19	Java Problem
    The method setUp() of type DokuwikiHierarchyTest should be tagged with @Override since it actually overrides a superclass method	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 26	Java Problem
    The method setUp() of type FilenameHierarchyTest should be tagged with @Override since it actually overrides a superclass method	FilenameHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 26	Java Problem
    The method setUp() of type FilepathHierarchyTest should be tagged with @Override since it actually overrides a superclass method	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 28	Java Problem
    The method setUp() of type Many2OneHierarchyTest should be tagged with @Override since it actually overrides a superclass method	Many2OneHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 22	Java Problem
    The method setUp() of type MetaHierarchyTest should be tagged with @Override since it actually overrides a superclass method	MetaHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 20	Java Problem
    The method setUp() of type SmfHierarchyTest should be tagged with @Override since it actually overrides a superclass method	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 20	Java Problem
    The method setUp() of type TWikiHierarchyTest should be tagged with @Override since it actually overrides a superclass method	TWikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 17	Java Problem
    The method tearDown() of type FilepathHierarchyTest should be tagged with @Override since it actually overrides a superclass method	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 36	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 16	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 17	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 18	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 24	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 25	Java Problem
    The parameter childname should not be assigned	MindtouchHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 26	Java Problem
    The parameter currentAncestors should not be assigned	TWikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 152	Java Problem
    The parameter fullpath should not be assigned	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 156	Java Problem
    The parameter fullpath should not be assigned	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 157	Java Problem
    The parameter fullpath should not be assigned	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 158	Java Problem
    The parameter input should not be assigned	ContentHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 416	Java Problem
    The parameter input should not be assigned	ContentHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 417	Java Problem
    The parameter input should not be assigned	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 150	Java Problem
    The parameter input should not be assigned	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 152	Java Problem
    The parameter input should not be assigned	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 153	Java Problem
    The parameter input should not be assigned	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 155	Java Problem
    The parameter input should not be assigned	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 156	Java Problem
    The parameter name should not be assigned	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 467	Java Problem
    The parameter name should not be assigned	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 468	Java Problem
    The parameter name should not be assigned	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 726	Java Problem
    The parameter name should not be assigned	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 729	Java Problem
    The parameter name should not be assigned	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 732	Java Problem
    The parameter node should not be assigned	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 102	Java Problem
    The parameter pagePath should not be assigned	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 210	Java Problem
    The parameter pagePath should not be assigned	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 212	Java Problem
    The parameter pages should not be assigned	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 704	Java Problem
    The parameter path should not be assigned	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 142	Java Problem
    The parameter path should not be assigned	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 793	Java Problem
    The parameter path should not be assigned	FilepathHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 795	Java Problem
    The parameter root should not be assigned	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 91	Java Problem
    The parameter root should not be assigned	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 107	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 39	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 63	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 84	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 106	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 128	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 193	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 221	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 248	Java Problem
    The static field SmfHierarchy.DEFAULT_ROOTPAGENAME should be accessed in a static way	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 276	Java Problem
    The static method childrenAsList(boolean) from the type HierarchyNode should be accessed in a static way	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 23	Java Problem
    The static method fixTitle(String) from the type HierarchyTitleConverter should be accessed in a static way	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 512	Java Problem
    The static method fixTitle(String) from the type HierarchyTitleConverter should be accessed in a static way	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 514	Java Problem
    The static method getMeta(Page) from the type MetaHierarchy should be accessed in a static way	MetaHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 32	Java Problem
    The static method getMetaPath(Page) from the type MetaHierarchy should be accessed in a static way	MetaHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 56	Java Problem
    Resource 'reader' should be managed by try-with-resource	SocialtextFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 30	Java Problem
    Resource 'reader' should be managed by try-with-resource	SocialtextFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 30	Java Problem
    The method accept(File) of type FilterChain.Chain should be tagged with @Override since it actually overrides a superinterface method	FilterChain.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 103	Java Problem
    The method accept(File) of type FilterChain.Endswith should be tagged with @Override since it actually overrides a superinterface method	FilterChain.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 77	Java Problem
    The method accept(File) of type NoSvnFilter should be tagged with @Override since it actually overrides a superinterface method	NoSvnFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 13	Java Problem
    The method accept(File) of type SocialtextFilter should be tagged with @Override since it actually overrides a superclass method	SocialtextFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 11	Java Problem
    The method accept(File) of type TimestampFilter should be tagged with @Override since it actually overrides a superinterface method	TimestampFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 12	Java Problem
    The method accept(File) of type XWikiFilter should be tagged with @Override since it actually overrides a superinterface method	XWikiFilter.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 12	Java Problem
    The method setUp() of type SocialtextFilterTest should be tagged with @Override since it actually overrides a superclass method	SocialtextFilterTest.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 14	Java Problem
    The method setUp() of type TimestampFilterTest should be tagged with @Override since it actually overrides a superclass method	TimestampFilterTest.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 15	Java Problem
    The parameter filters should not be assigned	FilterChain.java	/uwc/src/main/java/com/atlassian/uwc/filters	line 96	Java Problem
    The method characters(char[], int, int) of type MindtouchFileIdParser should be tagged with @Override since it actually overrides a superclass method	MindtouchFileIdParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 68	Java Problem
    The method characters(char[], int, int) of type MindtouchPagelistParser should be tagged with @Override since it actually overrides a superclass method	MindtouchPagelistParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 94	Java Problem
    The method endElement(String, String, String) of type MindtouchFileIdParser should be tagged with @Override since it actually overrides a superclass method	MindtouchFileIdParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 56	Java Problem
    The method endElement(String, String, String) of type MindtouchPagelistParser should be tagged with @Override since it actually overrides a superclass method	MindtouchPagelistParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 83	Java Problem
    The method startElement(String, String, String, Attributes) of type MindtouchFileIdParser should be tagged with @Override since it actually overrides a superclass method	MindtouchFileIdParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 43	Java Problem
    The method startElement(String, String, String, Attributes) of type MindtouchPagelistParser should be tagged with @Override since it actually overrides a superclass method	MindtouchPagelistParser.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 52	Java Problem
    The parameter pages should not be assigned	MindtouchPage.java	/uwc/src/main/java/com/atlassian/uwc/exporters/mindtouch	line 59	Java Problem
    Resource 'destination' should be managed by try-with-resource	LrWikiTree.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay/digester	line 421	Java Problem
    Resource 'fw' should be managed by try-with-resource	LrWikiTree.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay/digester	line 479	Java Problem
    Resource 'out' should be managed by try-with-resource	LrWikiTree.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay/digester	line 481	Java Problem
    Resource 'outstream' should be managed by try-with-resource	LrWikiTree.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay/digester	line 480	Java Problem
    Resource 'source' should be managed by try-with-resource	LrWikiTree.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay/digester	line 420	Java Problem
    Resource 'inputStream' should be managed by try-with-resource	Util.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay	line 33	Java Problem
    Resource 'inputStream' should be managed by try-with-resource	Util.java	/uwc/src/main/java/com/atlassian/uwc/exporters/liferay	line 89	Java Problem
    Empty block should be documented	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 742	Java Problem
    Empty block should be documented	PmwikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 65	Java Problem
    Empty block should be documented	PmwikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 70	Java Problem
    Empty block should be documented	SMFExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 122	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 62	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 68	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 165	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 410	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 460	Java Problem
    Empty block should be documented	SharepointExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 784	Java Problem
    Resource 'data' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 807	Java Problem
    Resource 'data' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 841	Java Problem
    Resource 'dstChannel' should be managed by try-with-resource	MoinmoinExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 343	Java Problem
    Resource 'dstChannel' should be managed by try-with-resource	PmwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 139	Java Problem
    Resource 'dstChannel' should be managed by try-with-resource	SwikiFile.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 377	Java Problem
    Resource 'filestream' should be managed by try-with-resource	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 456	Java Problem
    Resource 'fw' should be managed by try-with-resource	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 360	Java Problem
    Resource 'fw' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 143	Java Problem
    Resource 'fw' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 156	Java Problem
    Resource 'fw' should be managed by try-with-resource	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 715	Java Problem
    Resource 'out' should be managed by try-with-resource	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 363	Java Problem
    Resource 'out' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 145	Java Problem
    Resource 'out' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 158	Java Problem
    Resource 'out' should be managed by try-with-resource	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 717	Java Problem
    Resource 'outstream' should be managed by try-with-resource	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 361	Java Problem
    Resource 'outstream' should be managed by try-with-resource	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 457	Java Problem
    Resource 'outstream' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 144	Java Problem
    Resource 'outstream' should be managed by try-with-resource	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 157	Java Problem
    Resource 'outstream' should be managed by try-with-resource	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 716	Java Problem
    Resource 'pagedata' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 311	Java Problem
    Resource 'pageData' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 470	Java Problem
    Resource 'pageFW' should be managed by try-with-resource	SwikiFile.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 322	Java Problem
    Resource 'reader' should be managed by try-with-resource	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 382	Java Problem
    Resource 'reader' should be managed by try-with-resource	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 382	Java Problem
    Resource 'reader' should be managed by try-with-resource	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 696	Java Problem
    Resource 'reader' should be managed by try-with-resource	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 696	Java Problem
    Resource 'reader' should be managed by try-with-resource	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 941	Java Problem
    Resource 'reader' should be managed by try-with-resource	MindtouchExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 941	Java Problem
    Resource 'reader' should be managed by try-with-resource	SMFExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 1068	Java Problem
    Resource 'reader' should be managed by try-with-resource	SMFExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 1068	Java Problem
    Resource 'revdata' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 362	Java Problem
    Resource 'srcChannel' should be managed by try-with-resource	MoinmoinExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 340	Java Problem
    Resource 'srcChannel' should be managed by try-with-resource	PmwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 136	Java Problem
    Resource 'srcChannel' should be managed by try-with-resource	SwikiFile.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 374	Java Problem
    Resource 'textdata' should be managed by try-with-resource	MediaWikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 370	Java Problem
    The method accept(File) of type new FileFilter(){} should be tagged with @Override since it actually overrides a superinterface method	PmwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 100	Java Problem
    The method accept(File) of type new NoSvnFilter(){} should be tagged with @Override since it actually overrides a superclass method	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 87	Java Problem
    The method accept(File) of type new NoSvnFilter(){} should be tagged with @Override since it actually overrides a superclass method	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 139	Java Problem
    The method accept(File) of type new NoSvnFilter(){} should be tagged with @Override since it actually overrides a superclass method	MediaWikiExporterTest.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 193	Java Problem
    The method cancel() of type JotspotExporter should be tagged with @Override since it actually overrides a superinterface method	JotspotExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 461	Java Problem
    The method cancel() of type MindtouchExporter should be tagged with @Override since it actually overrides a superinterface method	MindtouchExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 610	Java Problem
    The method cancel() of type MoinmoinExporter should be tagged with @Override since it actually overrides a superinterface method	MoinmoinExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 50	Java Problem
    The method cancel() of type PmwikiExporter should be tagged with @Override since it actually overrides a superinterface method	PmwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 27	Java Problem
    The method cancel() of type SharepointExporter should be tagged with @Override since it actually overrides a superinterface method	SharepointExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 726	Java Problem
    The method cancel() of type SQLExporter should be tagged with @Override since it actually overrides a superinterface method	SQLExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 34	Java Problem
    The method cancel() of type SwikiExporter should be tagged with @Override since it actually overrides a superinterface method	SwikiExporter.java	/uwc/src/main/java/com/atlassian/uwc/exporters	line 146	Java Problem
