URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    The method convert(Page) of type AttachmentConverter should be tagged with @Override since it actually overrides a superinterface method	AttachmentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 25	Java Problem
    The method convert(Page) of type BreakConverter should be tagged with @Override since it actually overrides a superinterface method	BreakConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 11	Java Problem
    The method convert(Page) of type CategoryConverter should be tagged with @Override since it actually overrides a superinterface method	CategoryConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method convert(Page) of type CommentConverter should be tagged with @Override since it actually overrides a superinterface method	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 43	Java Problem
    The method convert(Page) of type ConvertUnderscoresInTitle should be tagged with @Override since it actually overrides a superinterface method	ConvertUnderscoresInTitle.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 14	Java Problem
    The method convert(Page) of type DecodeEntities should be tagged with @Override since it actually overrides a superinterface method	DecodeEntities.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 22	Java Problem
    The method convert(Page) of type DefinitionList should be tagged with @Override since it actually overrides a superinterface method	DefinitionList.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method convert(Page) of type EnforceTableMinimumConverter should be tagged with @Override since it actually overrides a superinterface method	EnforceTableMinimumConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 15	Java Problem
    The method convert(Page) of type EscapeBracesConverter should be tagged with @Override since it actually overrides a superinterface method	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 18	Java Problem
    The method convert(Page) of type ExternalInternalLinksConverter should be tagged with @Override since it actually overrides a superinterface method	ExternalInternalLinksConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 17	Java Problem
    The method convert(Page) of type ImageConverter should be tagged with @Override since it actually overrides a superinterface method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 33	Java Problem
    The method convert(Page) of type ImageWhitespaceConverter should be tagged with @Override since it actually overrides a superinterface method	ImageWhitespaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 14	Java Problem
    The method convert(Page) of type LeadingSpacesConverter should be tagged with @Override since it actually overrides a superinterface method	LeadingSpacesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 37	Java Problem
    The method convert(Page) of type MathConverter should be tagged with @Override since it actually overrides a superinterface method	MathConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method convert(Page) of type MultilineBasicConverter should be tagged with @Override since it actually overrides a superinterface method	MultilineBasicConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method convert(Page) of type NamespaceCleaner should be tagged with @Override since it actually overrides a superinterface method	NamespaceCleaner.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 18	Java Problem
    The method convert(Page) of type RedirectConverter should be tagged with @Override since it actually overrides a superinterface method	RedirectConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 15	Java Problem
    The method convert(Page) of type SubpagelistConverter should be tagged with @Override since it actually overrides a superinterface method	SubpagelistConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 15	Java Problem
    The method convert(Page) of type TableConverter should be tagged with @Override since it actually overrides a superinterface method	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 62	Java Problem
    The method convert(Page) of type UnnestedTableHtmlParams should be tagged with @Override since it actually overrides a superinterface method	UnnestedTableHtmlParams.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 14	Java Problem
    The method convert(Page) of type UserDateConverter should be tagged with @Override since it actually overrides a superinterface method	UserDateConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 18	Java Problem
    The method setUp() of type AttachmentConverterTest should be tagged with @Override since it actually overrides a superclass method	AttachmentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 19	Java Problem
    The method setUp() of type BreakConverterTest should be tagged with @Override since it actually overrides a superclass method	BreakConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 11	Java Problem
    The method setUp() of type CategoryConverterTest should be tagged with @Override since it actually overrides a superclass method	CategoryConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 14	Java Problem
    The method setUp() of type CommentConverterTest should be tagged with @Override since it actually overrides a superclass method	CommentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 24	Java Problem
    The method setUp() of type ConvertUnderscoresInTitleTest should be tagged with @Override since it actually overrides a superclass method	ConvertUnderscoresInTitleTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type DecodeEntitiesTest should be tagged with @Override since it actually overrides a superclass method	DecodeEntitiesTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type DefinitionListTest should be tagged with @Override since it actually overrides a superclass method	DefinitionListTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type EnforceTableMinimumConverterTest should be tagged with @Override since it actually overrides a superclass method	EnforceTableMinimumConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type EscapeBracesConverterTest should be tagged with @Override since it actually overrides a superclass method	EscapeBracesConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 16	Java Problem
    The method setUp() of type ExternalInternalLinksConverterTest should be tagged with @Override since it actually overrides a superclass method	ExternalInternalLinksConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 15	Java Problem
    The method setUp() of type ImageConverterTest should be tagged with @Override since it actually overrides a superclass method	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 16	Java Problem
    The method setUp() of type ImageWhitespaceConverterTest should be tagged with @Override since it actually overrides a superclass method	ImageWhitespaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 10	Java Problem
    The method setUp() of type LeadingSpacesConverterTest should be tagged with @Override since it actually overrides a superclass method	LeadingSpacesConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 19	Java Problem
    The method setUp() of type MathConverterTest should be tagged with @Override since it actually overrides a superclass method	MathConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type MultilineBasicConverterTest should be tagged with @Override since it actually overrides a superclass method	MultilineBasicConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type NamespaceCleanerTest should be tagged with @Override since it actually overrides a superclass method	NamespaceCleanerTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 16	Java Problem
    The method setUp() of type RedirectConverterTest should be tagged with @Override since it actually overrides a superclass method	RedirectConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type SubpagelistConverterTest should be tagged with @Override since it actually overrides a superclass method	SubpagelistConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 14	Java Problem
    The method setUp() of type TableConverterTest should be tagged with @Override since it actually overrides a superclass method	TableConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 136	Java Problem
    The method setUp() of type UnnestedTableHtmlParamsTest should be tagged with @Override since it actually overrides a superclass method	UnnestedTableHtmlParamsTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 12	Java Problem
    The method setUp() of type UserDateConverterTest should be tagged with @Override since it actually overrides a superclass method	UserDateConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 17	Java Problem
    The method toString() of type new ImageConverter.Alignment(){} should be tagged with @Override since it actually overrides a superclass method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 22	Java Problem
    The method toString() of type new ImageConverter.Alignment(){} should be tagged with @Override since it actually overrides a superclass method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 23	Java Problem
    The method toString() of type new ImageConverter.Alignment(){} should be tagged with @Override since it actually overrides a superclass method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 26	Java Problem
    The parameter cellContents should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 292	Java Problem
    The parameter cellContents should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 296	Java Problem
    The parameter cellContents should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 411	Java Problem
    The parameter content should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 264	Java Problem
    The parameter cToken should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 300	Java Problem
    The parameter discussionDir should not be assigned	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 97	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 27	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 28	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 29	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 30	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 31	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 32	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 33	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 66	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 81	Java Problem
    The parameter input should not be assigned	EscapeBracesConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 85	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 115	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 116	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 178	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 179	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 433	Java Problem
    The parameter input should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 435	Java Problem
    The parameter input should not be assigned	UserDateConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 65	Java Problem
    The parameter input should not be assigned	UserDateConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 69	Java Problem
    The parameter line should not be assigned	EnforceTableMinimumConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 74	Java Problem
    The parameter name should not be assigned	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 113	Java Problem
    The parameter name should not be assigned	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 114	Java Problem
    The parameter parent should not be assigned	CommentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 84	Java Problem
    The parameter replacement should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 271	Java Problem
    The parameter replacement should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 273	Java Problem
    The parameter replacement should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 302	Java Problem
    The parameter replacement should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 304	Java Problem
    The parameter replacement should not be assigned	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/mediawiki	line 306	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 307	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 313	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 319	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 325	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 331	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 378	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 384	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 390	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 396	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 434	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 440	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 446	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 452	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 458	Java Problem
    Empty block should be documented	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 464	Java Problem
    Resource 'dstChannel' should be managed by try-with-resource	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 786	Java Problem
    Resource 'srcChannel' should be managed by try-with-resource	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 783	Java Problem
    The method accept(File, String) of type new FilenameFilter(){} should be tagged with @Override since it actually overrides a superinterface method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 436	Java Problem
    The method accept(File) of type JspwikiLinkConverter.OnlyFilesFilter should be tagged with @Override since it actually overrides a superinterface method	JspwikiLinkConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 66	Java Problem
    The method convert(Page) of type AltPrepConverter should be tagged with @Override since it actually overrides a superinterface method	AltPrepConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 24	Java Problem
    The method convert(Page) of type AttachmentSpaceConverter should be tagged with @Override since it actually overrides a superinterface method	AttachmentSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 15	Java Problem
    The method convert(Page) of type DefinitionListConverter should be tagged with @Override since it actually overrides a superinterface method	DefinitionListConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 26	Java Problem
    The method convert(Page) of type FileLinkBackslashConverter should be tagged with @Override since it actually overrides a superinterface method	FileLinkBackslashConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 15	Java Problem
    The method convert(Page) of type HeaderConverter should be tagged with @Override since it actually overrides a superinterface method	HeaderConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 17	Java Problem
    The method convert(Page) of type ImageConverter should be tagged with @Override since it actually overrides a superinterface method	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 39	Java Problem
    The method convert(Page) of type IndentConverter should be tagged with @Override since it actually overrides a superinterface method	IndentConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method convert(Page) of type LinkSpaceConverter should be tagged with @Override since it actually overrides a superinterface method	LinkSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 36	Java Problem
    The method convert(Page) of type ListComboWhitespaceConverter should be tagged with @Override since it actually overrides a superinterface method	ListComboWhitespaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method convert(Page) of type MultiLineMonoConverter should be tagged with @Override since it actually overrides a superinterface method	MultiLineMonoConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 26	Java Problem
    The method convert(Page) of type PagenameConverter should be tagged with @Override since it actually overrides a superinterface method	PagenameConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 18	Java Problem
    The method convert(Page) of type StyleConverter should be tagged with @Override since it actually overrides a superinterface method	StyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 138	Java Problem
    The method convert(Page) of type TabConverter should be tagged with @Override since it actually overrides a superinterface method	TabConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 15	Java Problem
    The method convert(Page) of type TableConverter should be tagged with @Override since it actually overrides a superinterface method	TableConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 19	Java Problem
    The method setUp() of type AltPrepConverterTest should be tagged with @Override since it actually overrides a superclass method	AltPrepConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type AttachmentSpaceConverterTest should be tagged with @Override since it actually overrides a superclass method	AttachmentSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type DefinitionListConverterTest should be tagged with @Override since it actually overrides a superclass method	DefinitionListConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type FileLinkBackslashConverterTest should be tagged with @Override since it actually overrides a superclass method	FileLinkBackslashConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type HeaderConverterTest should be tagged with @Override since it actually overrides a superclass method	HeaderConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type ImageConverterTest should be tagged with @Override since it actually overrides a superclass method	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 30	Java Problem
    The method setUp() of type IndentConverterTest should be tagged with @Override since it actually overrides a superclass method	IndentConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type LinkSpaceConverterTest should be tagged with @Override since it actually overrides a superclass method	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 14	Java Problem
    The method setUp() of type ListComboWhitespaceConverterTest should be tagged with @Override since it actually overrides a superclass method	ListComboWhitespaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type MultiLineMonoConverterTest should be tagged with @Override since it actually overrides a superclass method	MultiLineMonoConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 13	Java Problem
    The method setUp() of type PagenameConverterTest should be tagged with @Override since it actually overrides a superclass method	PagenameConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 14	Java Problem
    The method setUp() of type StyleConverterTest should be tagged with @Override since it actually overrides a superclass method	StyleConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 10	Java Problem
    The method setUp() of type TabConverterTest should be tagged with @Override since it actually overrides a superclass method	TabConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 12	Java Problem
    The method setUp() of type TableConverterTest should be tagged with @Override since it actually overrides a superclass method	TableConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 15	Java Problem
    The parameter dir should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 519	Java Problem
    The parameter extension should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 275	Java Problem
    The parameter extension should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 276	Java Problem
    The parameter input should not be assigned	AltPrepConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 62	Java Problem
    The parameter input should not be assigned	AltPrepConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 64	Java Problem
    The parameter input should not be assigned	AltPrepConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 68	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 600	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 604	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 662	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 663	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 961	Java Problem
    The parameter input should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 967	Java Problem
    The parameter input should not be assigned	PagenameConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 35	Java Problem
    The parameter input should not be assigned	StyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 401	Java Problem
    The parameter input should not be assigned	TabConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 39	Java Problem
    The parameter link should not be assigned	AttachmentSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 58	Java Problem
    The parameter link should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1050	Java Problem
    The parameter link should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1051	Java Problem
    The parameter link should not be assigned	LinkSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 118	Java Problem
    The parameter link should not be assigned	LinkSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 119	Java Problem
    The parameter link should not be assigned	LinkSpaceConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 120	Java Problem
    The parameter newFile should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 846	Java Problem
    The parameter page should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 520	Java Problem
    The parameter page should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 545	Java Problem
    The parameter page should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 563	Java Problem
    The parameter text should not be assigned	StyleConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 241	Java Problem
    The parameter thisPagename should not be assigned	ImageConverter.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 225	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 33	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 629	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 642	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 684	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 772	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 813	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1060	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1106	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1132	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1133	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1139	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1140	Java Problem
    The static field ImageConverter.FILE_SEP should be accessed in a static way	ImageConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 1146	Java Problem
    The static field JspwikiLinkConverter.JSPWIKI_PAGEDIR should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 392	Java Problem
    The static field JspwikiLinkConverter.JSPWIKI_PAGEDIR should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 398	Java Problem
    The static field JspwikiLinkConverter.JSPWIKI_PAGEDIR should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 404	Java Problem
    The static field JspwikiLinkConverter.JSPWIKI_PAGEDIR should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 412	Java Problem
    The static field JspwikiLinkConverter.JSPWIKI_PAGEDIR should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 426	Java Problem
    The static field LinkSpaceConverter.JSPWIKI_EXTS should be accessed in a static way	LinkSpaceConverterTest.java	/uwc/src/main/java/com/atlassian/uwc/converters/jspwiki	line 296	Java Problem
